"unit_id","year","y","x1","x2"
1,2015,-3.5301263549141,-2.36221193603827,-2.67850884388691
1,2016,-3.20472535626682,-2.80992251645429,-1.01015428394804
1,2017,-3.03454836741296,-2.49104135387066,-1.81724158987417
1,2018,-2.72024026190534,-1.49986632272463,-1.96481433555952
1,2019,-2.18220494503428,-1.44826045532795,-1.65379664234068
1,2020,-1.84041445588735,-0.689558167400066,-0.991289783976816
1,2021,-2.25887005924346,-1.31448601795025,-0.921533653175893
1,2022,-2.03611946476687,-1.07360863205202,-1.82785227558412
1,2023,-0.952456617018913,0.00649503749811076,-0.300549103216192
1,2024,-1.94269169869281,-1.10682173579712,-0.539706210431794
2,2015,0.568902009245257,-0.424010177004773,0.981821714396735
2,2016,0.603992504950866,NA,NA
2,2017,0.670403075739832,-0.81178706314045,0.80569342620736
2,2018,1.31559772407826,0.509389242643355,0.506443304932042
2,2019,1.2432841392425,0.620267221466491,0.481737773090258
2,2020,1.76210283121631,1.61642267148669,1.00273225176929
2,2021,1.01640056582114,0.551936876028195,0.399035001366233
2,2022,1.56796215429589,0.985754374139203,1.19197200838889
2,2023,1.87989927131324,NA,NA
2,2024,1.64018494724708,1.3837962902568,0.516894146645563
3,2015,1.42747756162129,0.00501508078291653,1.25724575640042
3,2016,0.888715488572582,NA,NA
3,2017,0.847362206965638,0.241962913322481,0.011454624299191
3,2018,1.09852596788866,0.582136897062479,1.03166950965645
3,2019,1.60158508627229,1.75349101342983,0.32216061272162
3,2020,1.59996490541929,0.948121524589291,-0.0652544351165204
3,2021,NA,NA,NA
3,2022,NA,NA,NA
3,2023,NA,NA,NA
3,2024,NA,NA,NA
4,2015,-3.47706426315328,-2.50275645294619,-1.98268233875022
4,2016,-2.6826293039474,-2.12490150193774,-1.71788744610914
4,2017,-2.54455191603046,NA,NA
4,2018,-2.86556844772345,-1.20093296664375,-2.15963265790249
4,2019,-2.37626448976791,-1.16653515456269,-1.47030614959441
4,2020,-2.04844718579679,-0.936344581181114,-1.51867584801391
4,2021,-2.23447896639358,-1.33501682452589,-1.875481538051
4,2022,-1.69493361148966,-0.17588105607828,-1.23627142650054
4,2023,-1.56021774655733,NA,NA
4,2024,-1.40176910336106,-0.318928554732541,-0.743103827133507
5,2015,-2.00767599438883,NA,NA
5,2016,-1.18777121909066,-1.81313359757546,-1.35960984431004
5,2017,-1.21798537177898,NA,NA
5,2018,-1.24318288168584,-0.526854637969729,-0.0286617970202158
5,2019,-1.36862510052586,-0.822950270737843,-0.31818809863704
5,2020,-0.864719693065482,0.196118073135008,-0.712252502043879
5,2021,-0.530407790670655,0.327755729040066,-1.05257711761807
5,2022,-0.0600916236283625,-0.995941240850005,0.39601553281764
5,2023,0.00497241640447466,-0.378907252394243,-0.222583872333348
5,2024,-0.897666778889132,-0.31859499657791,0.164847072600782
6,2015,-2.05909981905146,-1.19044367383451,-1.98372280623576
6,2016,-1.04048440279534,-0.952188707685963,-0.612857192423287
6,2017,-1.92709555370054,-1.61843597974884,-1.53674340647355
6,2018,-0.294686526856233,0.137529200577168,0.346793579376591
6,2019,-0.407316367091583,-0.42088934226021,-0.126779181027721
6,2020,0.040815120635198,-0.102124056594686,-0.327185419825394
6,2021,-0.0498224901385862,-0.120065103957399,0.255976006529562
6,2022,-0.598694417922681,-0.317400164528223,-0.0800088480081762
6,2023,-0.653598979719179,-0.23318488987875,-0.528744902540762
6,2024,0.909460412503359,0.568340883453783,0.154297519358756
7,2015,0.685623589651331,-0.630486612965579,0.648279678892677
7,2016,0.686706541683931,-0.13779066141804,0.329987799231116
7,2017,0.701675045935818,1.26685559847854,1.30707388817243
7,2018,1.06056099444514,0.466608365024636,0.59049003550449
7,2019,1.36590659272066,0.958230691005199,1.98827383120017
7,2020,1.42199462859069,1.2027186560056,0.453985007852992
7,2021,NA,NA,NA
7,2022,NA,NA,NA
7,2023,NA,NA,NA
7,2024,NA,NA,NA
8,2015,-0.823323445887888,-0.767458819152272,-0.696355587235694
8,2016,-0.534544552376123,-0.691801858176932,0.217748384925202
8,2017,0.222423424764768,0.495706453457196,0.40208008172055
8,2018,0.656220530709113,0.696544035178841,0.180156497349784
8,2019,0.0272134859832095,-0.202659941127959,-0.195915369126449
